conid,start,end,open,high,low,close,volume,source
900000001,2023-05-15T13:30:00+00:00,2023-05-16T13:30:00+00:00,412.2200012,413.4299927,410.230011,413.0100098,54289400,yahoo
900000001,2023-05-16T13:30:00+00:00,2023-05-17T13:30:00+00:00,411.8599854,412.8200073,410.2399902,410.25,57705500,yahoo
900000001,2023-05-17T13:30:00+00:00,2023-05-18T13:30:00+00:00,412.3500061,415.8599854,410.6400146,415.230011,87287000,yahoo
900000001,2023-05-18T13:30:00+00:00,2023-05-19T13:30:00+00:00,414.8999939,419.6700134,414.6700134,419.230011,97177200,yahoo
900000001,2023-05-19T13:30:00+00:00,2023-05-22T13:30:00+00:00,420.1700134,420.7200012,417.3500061,418.6199951,103793300,yahoo
900000001,2023-05-22T13:30:00+00:00,2023-05-23T13:30:00+00:00,418.6400146,420.3900146,417.3500061,418.7900085,60745400,yahoo
900000001,2023-05-23T13:30:00+00:00,2023-05-24T13:30:00+00:00,417.0799866,418.7200012,413.6799927,414.0899963,86383500,yahoo
900000001,2023-05-24T13:30:00+00:00,2023-05-25T13:30:00+00:00,412.4200134,412.8200073,409.8800049,411.0899963,89213700,yahoo
900000001,2023-05-25T13:30:00+00:00,2023-05-26T13:30:00+00:00,414.7399902,416.1600037,412.4100037,414.6499939,90961600,yahoo
900000001,2023-05-26T13:30:00+00:00,2023-05-30T13:30:00+00:00,415.3299866,420.769989,415.25,420.019989,93830000,yahoo
900000001,2023-05-30T13:30:00+00:00,2023-05-31T13:30:00+00:00,422.0299988,422.5799866,418.7399902,420.1799927,72216000,yahoo
900000001,2023-05-31T13:30:00+00:00,2023-06-01T13:30:00+00:00,418.2799988,419.2200012,416.2200012,417.8500061,110811800,yahoo
900000001,2023-06-01T13:30:00+00:00,2023-06-02T13:30:00+00:00,418.0899963,422.9200134,416.7900085,421.8200073,88865000,yahoo
900000001,2023-06-02T13:30:00+00:00,2023-06-05T13:30:00+00:00,424.5,428.7399902,423.9500122,427.9200134,91426200,yahoo
900000001,2023-06-05T13:30:00+00:00,2023-06-06T13:30:00+00:00,428.2799988,429.6199951,426.3699951,427.1000061,65460200,yahoo
900000001,2023-06-06T13:30:00+00:00,2023-06-07T13:30:00+00:00,426.6700134,428.5799866,425.9899902,428.0299988,64022200,yahoo
900000001,2023-06-07T13:30:00+00:00,2023-06-08T13:30:00+00:00,428.4400024,429.6199951,426.1099854,426.5499878,85373300,yahoo
900000001,2023-06-08T13:30:00+00:00,2023-06-09T13:30:00+00:00,426.6199951,429.6000061,425.8200073,429.1300049,61952800,yahoo
900000001,2023-06-09T13:30:00+00:00,2023-06-12T13:30:00+00:00,429.9599915,431.9899902,428.8699951,429.8999939,85742800,yahoo
900000001,2023-06-12T13:30:00+00:00,2023-06-13T13:30:00+00:00,430.9200134,433.8800049,430.1700134,433.7999878,76104300,yahoo
900000001,2023-06-13T13:30:00+00:00,2023-06-14T13:30:00+00:00,435.3200073,437.3299866,434.6300049,436.6600037,95899700,yahoo
900000001,2023-06-14T13:30:00+00:00,2023-06-15T13:30:00+00:00,437.0100098,439.0599976,433.5899963,437.1799927,100612100,yahoo
900000001,2023-06-15T13:30:00+00:00,2023-06-16T13:30:00+00:00,436.3299866,443.8999939,436.230011,442.6000061,110303100,yahoo
900000001,2023-06-16T13:30:00+00:00,2023-06-20T13:30:00+00:00,443.019989,443.6099854,438.9700012,439.4599915,114165800,yahoo
900000001,2023-06-20T13:30:00+00:00,2023-06-21T13:30:00+00:00,437.4500122,438.3699951,435.0299988,437.1799927,76160400,yahoo
900000001,2023-06-21T13:30:00+00:00,2023-06-22T13:30:00+00:00,436.1600037,436.9899902,434.3299866,434.9400024,76982300,yahoo
900000001,2023-06-22T13:30:00+00:00,2023-06-23T13:30:00+00:00,433.9500122,436.6199951,433.6000061,436.5100098,70637200,yahoo
900000001,2023-06-23T13:30:00+00:00,2023-06-26T13:30:00+00:00,432.9299927,435.0599976,432.4700012,433.2099915,92074500,yahoo
900000001,2023-06-26T13:30:00+00:00,2023-06-27T13:30:00+00:00,432.6199951,434.6099854,431.1900024,431.4400024,72823600,yahoo
900000001,2023-06-27T13:30:00+00:00,2023-06-28T13:30:00+00:00,432.3500061,436.8099976,431.8800049,436.1700134,72813700,yahoo
900000001,2023-06-28T13:30:00+00:00,2023-06-29T13:30:00+00:00,435.0499878,437.4400024,434.4100037,436.3900146,75636000,yahoo
900000001,2023-06-29T13:30:00+00:00,2023-06-30T13:30:00+00:00,435.9599915,438.2799988,435.5400085,438.1099854,67882300,yahoo
900000001,2023-06-30T13:30:00+00:00,2023-07-03T13:30:00+00:00,441.4400024,444.2999878,441.1099854,443.2799988,104964000,yahoo
900000001,2023-07-03T13:30:00+00:00,2023-07-05T13:30:00+00:00,442.9200134,444.0799866,442.6300049,443.7900085,32793400,yahoo
900000001,2023-07-05T13:30:00+00:00,2023-07-06T13:30:00+00:00,441.9100037,443.8900146,441.8999939,443.1300049,58418400,yahoo
900000001,2023-07-06T13:30:00+00:00,2023-07-07T13:30:00+00:00,439.4200134,440.1000061,437.0599976,439.6600037,80658300,yahoo
900000001,2023-07-07T13:30:00+00:00,2023-07-10T13:30:00+00:00,438.6300049,442.6400146,438.2999878,438.5499878,86134200,yahoo
900000001,2023-07-10T13:30:00+00:00,2023-07-11T13:30:00+00:00,438.1799927,439.8399963,437.5899963,439.6600037,62443500,yahoo
900000001,2023-07-11T13:30:00+00:00,2023-07-12T13:30:00+00:00,440.4500122,442.9700012,439.4400024,442.4599915,64463800,yahoo
